湖人迎来客场第14次失利科比30分31投9中5篮板4助攻4抢断1盖帽内线双塔39分21篮板3助攻	1
哈哈，幸亏我不读了，要不然就成了非洲黑皮了	1
希望人大代表能提些有意义的提案中国网络已经够封闭的了再限制的话直接全国断网好了无语愚民典范	4
看看当年的标题以及致命的李锐专访再看看如今的两会新闻就知道这九年新闻尺度倒退有多厉害[泪]	2
冷战真的很伤感情伤元气啊~对自己的女人要宠只要我喜欢的还有什么不能忍受的呢	1
这家的T恤很特别还有很多连体的裤子裙子呢多在￥50左右三件包邮~求连体裤的妞来看看~~~~地址：	1
全因有你，拜你所赐。做怨妇挺快乐的。哈！，肯定系你地啦 @jaymenL	5
穿什么衣服，打什么伞。英国女王说，你们都学着点儿！	1
看得我好欢乐。就想养这样的两只猫啦，最好再加一只狗。	2
今天认识了个mit的，toefl当年差3分，现在每月薪水1w刀，各种status，self-worth都实现了！就凭当年g和t两个分。一定要努力，托福100，上bu!!!不是想去nyc看画展么，不是想去大都市么，不是想找partyschool么，不想四年疯狂high，playhard么？不想呼吸新鲜空气么？bu全满足你！！！	1
现在穿这鞋是不是有点早了[汗][汗][汗][汗]  @他的故事她的夣	1
再想一想這樣對胃部不好呀...很心配>_<胖瘦变换后的解谜么[挖鼻屎]转发微博	1
噗  跪了， 给跪......，虽然不知道你在说什么但是感觉好厉害的样子……	2
历年QQ的版本，你是从哪个版本开始用的。（腾讯微博）	2
看了zee的那期天天向上出来的一瞬间我就浑身颤抖了！！！太帅了！！！	1
??????看到折扣我就乱了方寸买起来勿多言??????阿童木红棉袄穿起来过新年??????	2
我的首录新作品柳琴演奏好得意再转来让大家听听嘛这首是我的柳琴首录大家听听前段就是琵琶柳琴均出自许老苏笨手	1
【世界上最恐怖的网页游戏：hotel626 恐怖旅馆】你敢尝试吗？[衰]	1
现在我已经用爱疯作为主力机了非常有用看来得重新考虑入手哪款单反了摄影在于人设备只是辅助	1
[泪] 暖男[抓狂]  哎喲~請客了[嘻嘻] 暖男赫宰本身也很喜歡喝這個吧~  又送饮料 〒▽〒	2
是成功的暗示还是自欺欺人呢~[失望]自我激励下吧...	2
我再重申:我不歡迎僵屍粉我粉絲數字對我沒意思也不會領取微博什麼章我只是來寫閒語談得來的幾位已足夠	2
有你们真的很幸福[爱你][爱你][晕][蛋糕][蛋糕][蛋糕][爱你][爱你][爱你][心][心][心]	1
矮油~~~~[亲亲][亲亲][亲亲][亲亲][亲亲]幸福原来可以这样简单[心]	1
围观~~每个留学生心中滴女神！！！[泪]还真是第一次这样见到这个老太太呢跟瓶子上长得差太多了吧	4
我也不要你突然想起老男孩，再去听一下，蛮触动的	1
原来二哥你也是小粉丝哦可是我是你的小粉丝我想近距离的看你上次演唱会没看够哦	1
原来一口盐汽水喷死你的意思是骂你是单细胞生物。（转）	1
[吃惊]@ 真有你的！， 跨时代的表演吗？[嘻嘻] 他有自己的个性 有自己的理想 也是往这方面靠拢的[呵呵]	2
少年的时候我疯狂的喜欢＂带我走＂这三个字我再也不会任性的让任何人带我走我学会了自己走——徐志摩	2
感谢西开发区的荒凉街道幸亏当年练得早要搁现在我悔过——在各种开发区大街上练过车的有木有	2
她怀的是妖怪~~鉴定完毕。[偷笑]  请生过娃的母亲们给鉴定鉴定此图的真假！	4
难道夏天真的要来了我怎么看到街上那么多人穿T恤我还穿着厚外套呢[疑问]	1
再吃死几个人大代表[泪]人怎么能吃猫呢:南无宝髻如来:南无宝髻如来	4
回来这么久发生这么多事终于流下了眼泪现在反而释怀了什么事情都会过去的我还有宝贝疼	2
还弄了个策划案。不就是侃大山吗？就不能轻松点？	2
魔术本来就是娱乐大家的，享受过程足矣，谁不知道魔术是假的？较劲脑子所谓揭秘，只是无聊罢了	4
微笑天使萨摩都这么凶残我整个人都不好了	1
我还要上课呢还有12个小时就开播啦超期待的说[太开心]好想翔锅思密达照顾好自己哟[哈哈][爱你]	2
#家庭急救常识#绝对禁止：不能随意活动受伤的关节否则容易造成韧带撕裂恢复起来相对比较困难	1
乙巳禄月好呀。。。金逆效果是各种过去的事结帐收钱。。所以逆行有时挺好[转发]	2
长空栈道，你敢走么？用四个字来形容一下？！  （更多精彩内容请关注	2
果然是非常黑仔的一天到现在还在下班路上没到家的孩纸伤不起[泪]希望今天晚上是个好梦明天起来一切平平安安顺顺利利	1
再帮转，，[给力][给力][给力] 回复 感谢各位无私帮助	1
好有感觉。！哈哈电脑桌凳子啥样？发一张看看？	2
姐也没过过呢[害羞][握手]情你妹的情人节姐还从来没过过呢	1
[泪]， [哈哈]，那个人呢？咋不提？， 一校双奖，同运不同命。 ，贵校真是贵人多忘事，前年那位就不是贵校校友么？	4
人生真的有那么多的不如意吗如果遇到了我想应该勇敢地去面对不再逃避	2
这位粉丝很幸福有你有熊猫的祝福她会走好的[蜡烛]下辈子我们还做老大的粉丝[熊猫][威武]	1
先让光诚自由正常地生活再说敬畏光诚喊你回家吃饭转发微博	1
[哈哈][哈哈]，五十步笑百步[哈哈]  :你唔好趁機入貨喎！借啲耳！[哼][挖鼻屎]	2
美女，一路順風。節日快樂[可爱][可爱][可爱][可爱][亲亲][亲亲][亲亲]	1
如果真的存在那份爱就让它隐形吧毕竟它还是以可有可无的身份存在才能受点欢迎吧?right?	1
国内幸福美满国外水深火热嘛 ，， [抓狂][抓狂][怒]，  滑天下之大稽，可笑，更可悲。。。  转发微博	4
我还有什么话可说呢不过我感谢我还有你们……喜欢看你们穿红格子衬衫	1
好逼真的Cosplay，你敢戴吗？喜欢重口的，请关注@重口味是怎样炼成的	2
今天是个重要日子，在廊坊华航举办的社会化营销三天实战培训班开课 。欢迎来自全国各地的朋友们，一会儿会场见[呵呵]	1
人生没有如果过去的不再回来回来的不再完美来去睡觉[月亮]	1
原来我们是太爱彼此了啊[挖鼻屎]我们果然是会疼的真爱啊@萧琼Chico	2
微博是不是可以概括为两句话：贱人就是矫情，认真你就输了。	1
， ズボラメシゲアキ？！真有你的[偷笑]最近会让你们忙到没时间旅游的啦……	2
哈哈，赵哥，你被亏才好笑列！哈哈，不过我爱看小S亏你.还有罗姐	1
我穿越四季，只为融化在你的怀抱里，谢谢你敢与我相爱！@星座爱情001	1
[泪] 最近皮肤问题很严重~~需要各种保养~~越淘越漂亮，就关注	1
如果我结婚了我想生两个孩子生一个跟他一模一样的儿子来保护我再生一个跟我一模一样的女儿来体贴他就像我的家庭一样	1
我就你们几个姐妹以后少抽点烟少喝点酒我还想和你们多玩几年呢别他妈死我前边了[可爱]	2
幸福也可以是冬天回宿舍后我的敲门有你们的回应[媚眼][媚眼]	1
我要把我翻译从英变到中文再由繁体中文翻到简体中文...我想不到如果我翻法文的时候会要多少时间=-=	2
这个活动不错哦大家来参加呀@幸福像云霞一样@风啊雨的@绞尽脑汁的鱼@兜兜不闹@八月半666地址：	1
我也以为是这串人死了呢刚想感叹这凶手太牛了往下一看汗流浃背啊还以为后面那串长长的人名是死者名单呢	2
[泪]  ， 若你安好，便是晴天。[心]@米可的999封情书	1
到了1937，下一步直到美帝的1911，再下一步呢？	2
【你知道么】你目前说着的是世界最难的语言学英语还有什么难的呢[哈哈]	2
时间过的真快还当自己是个孩子呢可爱的老娘却一天三遍的电话时刻提醒着我你过年又长一岁在过几年也奔三十了……	1
啊？那我是一直不需要啊？单身时候也不需要？	1
回复也谢谢亲家母[哈哈]光谢小美女啊还有亲家母呢谢谢小美女我们已经联系了明天一大早就送[good]	1
[抓狂][抓狂][抓狂][抓狂][抓狂]羨慕呀[抓狂][抓狂][抓狂][抓狂][抓狂]	1
回复[呵呵][思考]学习再学习！！！转发微博	1
帅气可爱的女孩儿搭配有你喜欢的范儿么[心]更多心水好店就关注@淘宝好店推荐taobao	2
看什么看有什么好看的都该干嘛干嘛去奖品我自己得了[圣诞老人][犯错]	2
舞美师，据说林心如的“倾世皇妃”是和芒果一同打造的，是吗？	2
国防部驳海军进西太平洋是为摸清攻台路线说法   （分享自 @新浪军事）	2
耶耶莫得看TUT  這CP讓我春心蕩漾了XD  小闺女动心了>/<	1
每天有人叫起床的感觉真好再也不怕迟到啦#Camera360分享图片#	1
再有人說我賣萌可恥! 我就把這張照片給你貼上去.! 老子打小就賣萌.!	2
只一个疤痕又没开皮就缝针？脑子抽了吧？干！	2
一边吃着最爱的金针菇一边又不断的塞着牙[抓狂]，这顿饭吃的可够费劲的！你敢说你的牙好么，让金针菇证明一下吧[哈哈]	2
有你很好、、很庆幸、上天的安排、[鼓掌][嘻嘻]耶稣[飞机][飞机][汽车][雪][雪人]	1
[吃惊][鼓掌][鼓掌]恭喜恭喜  连Ella都要结婚了 恭喜  恭喜艾拉[喜]  Yes	1
回复 妇儒，你也一边去把！ 回复 你以为你是谁？说话不长脑子！	5
这个帮转  这下好了，国美苏宁京东都不不开了。好歹姐家也是四兆宽带能叫外卖啊！！	2
好恐怖啊电子秤的玻璃面板突然“嘭”一声爆裂了满地碎玻璃……这什么状况啊幸亏我离得远……	2
手机突然死机了然后黑屏了让我激动了一下被我摔那么多次我还以为它是金刚呢[神馬]	4
我还在北京租住着一个月几百元的破房子但想到人都富到这种程度我还干嘛呢	2
为你呈现一个水墨意境的天池----雪后初霁的长白山天池。@西沙旅游	1
这是亲们订购好的CHANEL耳钉再次合作谢谢亲们对本店的支持！！！感动感动感动[爱你][爱你][爱你]	1
打劫回家、告诉他我家有好多铜锣烧或者叫他签个名看看他怎么用他的圆手写字再或者像他索要个任意门[嘻嘻]	1
我是格纹控[心]就爱这样搭有你的菜么更多推荐关注@服饰搭配速递	1
来看看这款＂苹果＂猜猜它是谁[抱抱][抱抱][抱抱]是苹果4苹果4S[太开心][太开心]	1
要么学我，无聊时候把《福尔摩斯探案录》再看一次。	1
为了烧烤要好好活着还有好多好吃的木有吃过呢[哈哈][哈哈]	2
”有梦想，就会有奇迹“，是吗？但我觉得离我很远啊。	1
[耶]  好主意[偷笑] [哈哈]， [哈哈]  一个段子吐俩槽，真有你的[哈哈]	2
导演，俺嘀人生难道还不够激情吗？还不够精彩吗？	4
最近发现一部好剧，是我喜欢的调调~《bombgirls》，上世纪四十年代，每个人都有范儿，每件事都浪漫~感觉还会有百合情节发展，看到左下方忧郁酷酷女没，有型有爱啊~自从看了《madmen》（广告狂人）很多遍以后，很久没有这种风格的剧出现了~~~	2
换言之，您总该审丑疲劳了嘛。就[偷笑]好比，口头禅里总爱说，不是我说你，其实你tmd 不就是老在说我嘛	4
形成新闻再辟谣又形成新闻由此形成品牌建设的流水线——你们知道我在说哪个企业嘛	2
也是与你们的生日预祝生日快乐天天开心有你们的保驾护航我的宝贝一定会茁壮成长！！！	1
回复唉～这个社会完了没一个人对我说实话再也见不到活雷刚了。。，没错儿~	2
北冰洋加袋淋，真有你的，无了敌了！！！后面的富力和瓷瓶酸奶虽然放得隐蔽，但是也很惹眼~	2
街拍潮包有你喜欢的吗[花心][花心][花心]分享自（@时尚与设计）	1
还真有断肠草啊[吃惊]还以为只是武侠小说里面的东西呢那应该也有解药吧[思考]	1
休过三天后在上两天又可以休息了呢还是蛮爽呢先苦后甜嘛[哈哈]我擦~连上7天	2
回复你坐時光機去了大三[哈哈]回覆为什么是大三~为什么~！！！我还没进去读呢12届新生	2
#潮爆#可爱耳机防尘塞还是手机挂件呢￥28~心水毛球的MM转起来哦：	1
都说“贵人多忘事”，大概就是指尊贵的狮子座。如果发现帐号被盗，先要冻结哟！	1
我已经付出了我所有的精力；原本就不属于自己的再怎么努力结果也只是saysorry大家早安	1
亲爱的小宝生日快乐有你的地方就是家你是世上最棒的妈要不要@你一下呢	1
我还担心我英语考试怎么办呢话说我们两个一直坐在风扇下面我也一度担心你被砸死了数学考试我怎么办	1
他是这样回的：“荣幸之至有你这样的大哥帮忙一定能找到那个她”[哈哈]	1
拈花微笑时空就会为灵魂筑桥关于幽默再说什么都多余了	1
是心情太兴奋么??睡不着欸便煲多一集电视剧了难得看个电视剧会真心觉得一个人帅的严宽真的太帅了manandsexy~天啊那么晚了下不为例别骂我啊大概是心情在雀跃了睡了睡了ps.肚子是怎么了??痛了许久~	2
倘若互相关注无法以互相尊重为前提，那还是互相拉黑为好。[good]说的好！	1
#爆笑GIF#主银我还米进电梯呢想知道狗狗的最终结局吗@微博精选#淡定#(点击关注@秀囧网)	2
亲痛仇快，殊应力避  还是别为这种事打嘴仗，亲痛仇快。，你敢这样说，因为你在香港东区。	2
很明显是第三把撒。亏你们还是丫头的粉丝呢！	4
有兴趣还可以再参考一下Sisyphus（西西弗斯）的悲剧	2
我还没把北京的照片整理好呢orz天气太冷神马都不想做了[委屈]	1
友友们来福利了天蚕土豆最新著作【武动乾坤】最新VIP章节第三百八十一章王钟图	1
为了你们我决定搞一场—珠海爱情故事系列活动，老陈同志，你敢再乱搞对不起冰冰。我们一定不放过你[嘻嘻]	2
前段时间整理merlinlocation想去的地方不见了，又得再看一遍。forestofdean是肯定要去的，但怎么plan好啊。貌似hk没有飞机直飞威尔士？方向白痴自助游就是晕	2
提前收到的生日礼物！虽然还没弄明白是做什么的但是看起来好厉害的样子！！！谢谢 姐[抱抱]	1
又买了两瓶，颜色都超喜欢，怎么办……其实用到的时候真的很少……	1
曾经读书的我，早上经常这样，偷偷瞟一眼舍友的床，只要有一个还在被窝里的，那就像真理一样——继续睡！有同感的转吧。。。	1
回复 哦，抱歉，没想到还真有你的帐号。，喂喂，和师傅，别瞎，辛苦了，这位同事。CC @BOSS	1
想起来古代的一句话：防民之口，甚于防川；川雍而溃，伤人必多。额……和谐社会我杂想起来这句话了呢？	5
啊啊啊啊啊花導生日快樂呀!!!!!!再拍好MV給我們看!!!!!!	1
早上也被恶心到了。。。操你浪打浪再这样转战搜狐了恶心死了	2
浮生若梦 真有你的 终于占领高地了。下回穿婚纱来一张 ， 亲耐的，我终于拍到这样的感觉了	2
发表了一篇转载博文 《[转载]不想拿金牌，你参加奥运会干什么？》 -	2
谁说中国地图像大公鸡？明明是身材倍儿棒的美少女。	1
银狐老师转发一下帮这孩子找找家长吧可爱的孩子再没人要抱我家来好了	1
#求助#我遇到了问题谁来帮帮我：想知道:天津市从天津医科大学到沟河北希望小学怎么坐公交【来自百度知道】	2
今日先发现原来个mp3唔见左唔知系行路中掉了呢还是跑到人地手里去了呢	1
好想去旅行，去年圣诞后我去了丽江，今年仍然要再去一次吗？	2
啊，怪不得我心里藏不住一点事，原来还有专门教人看透别人心思的微博，哈哈，这下好了，我也可以看透别人的心思了	2
好像是眼睛上面的吧好多年前就有了还有更神奇的呢求解释[思考]	2
回复 本来想邀请你来同住，但在这基情蓬勃的丝带，我想还是算了[睡觉]，不错，可惜俺自己住不了[泪]	2
这个女人真有意思还用穿越灵呢呵哈哈“穿越灵”、变装障眼法、3D透视全都用上了	1
[转发] ，粉海无敌！  真美。 ， 转发微博	2
[抓狂]，你敢不敢不這麼帥~~~， 帅到爆， [lt转发]， [鼓掌][鼓掌][鼓掌][帅]	4
一拳打到很踹一脚还有功夫上传微博呢啊[鄙视]狠踹一脚还能活吗都长点心吧	2
導演加油啊[太開心][鼓掌]，加....油!!!!.....  好攰呀！[晕]，[太開心]	1
不知道一群什么烂人，人家在的时候就天天叫买早餐买咖啡买外卖，路上多人挤买慢一点还说说说，自己的工作不做扔给她去聊天去喝茶去八卦，她就帮你们做完了才做自己的，你们都下班去happy了她就继续加班，周末也帮你们加班！现在要走了，不求你们说谢谢，可是连再见也没有一句，我勒个去这群烂人！！	1
这条都14w了怎么还没被和谐？难道因为作业本买了 微博会员？  转发微博	2
[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈]司机大锅	2
老师每次都以为自己很牛教了十几年书什么学生没见过就从来没想过我们当了十几年的学生什么老师没见过老师弱爆了有木有	4
大牌范儿楔形跟踝靴想要的来~~~[心]淘鞋子看的就是眼光快关注吧~	1
這一點，北京真應該學學杭州，杭州的很多公交車上都有“無飲食車廂”的提示，乘客也都很自覺的遵守。	1
这是哪位姐姐扔我桌上的[思考]是准备让我抽呢还是恶心我呢[挖鼻屎]	2
还有大家知道么justin脸上的血是用生肉涂上去的他还自己涂呢[嘻嘻]	1
英伦男团—thewanted通缉男孩《gladyoucame》，欢快、喜庆、豪迈.....再来一杯酒酒量好就干掉能否在多陪我一会儿时光在不知不觉流逝所以请留在我身边我就能让你让你庆幸自己的到来夕阳斜下繁星满天此时此刻最是重要我的世界在不会和以前一样真高兴你的到来！	1
昨天的尝试真不少～哈哈。第一次游入2.7米的深水区（虽然得贴着池边以防不测，哈哈）；第一次泡着温泉头顶上还有人给撒着雪花（感谢叮当同学配合几个女人的花痴）；第一次拔罐（别喊我瓢虫，虽然很像）;第一次吃羊肉包子（味有点于是接着就只吃皮喽）～～～happyweekend	2
无能透顶我在这里放个话体制内能把wto规则读明白的没有一个人再说一遍：没有一个人	4
有的人是拿来成长的；有的人是拿来一起生活的；有的人是拿来一辈子怀念的（关注@围脖爱情语录在这里读懂爱情	1
太帅了 同右边 劳资被帅哭了！尼玛这朵雅痞潮骚的汉子甩好多明星几条街好么！	2
先辈们洒热血抛头颅推翻的山，被央企修得高耸入云！不见天日！[泪]	4
回家看完《城南旧事》想念那本书了没看完婷妹就带走了我还以为会留给我看呢没良心的[哼]	1
再次播报一下VIP产品开拍时间：每周二10点菇凉们准备好了吗	2
历史经历过了，我们还要再走一边。！如何的杯具啊。	1
晒晒你回家的车费是多少？好像我们丰顺的离晒谱，得人惊的天价。转发告之····[泪][泪]	2
不知道为什么，特别喜欢这张背影。。。有种文艺小清新中。隐约透露着很得瑟很二逼的感觉。。。[哈哈][哈哈][哈哈]	1
【最安全的自行车】自从有了这辆车再也不怕被撞了#汽车逸闻#	2
收到你的postcard~好怀念啊去年我也选了这些给我的朋友我还很丢脸的抱着小美人鱼拍过照呢~会转交达叔哟~	2
终于逮到机会穿我的小红鞋了虽然很冷，虽然小白说不好看。idon'tcare	1
就这据说并不是有钱就能上的还要有门路有条子的看来想不输在起跑线上都难啊孩子成了赚钱工具无奈的现实	4
看来只有一个办法可以阻挡悄悄关注了那就是先把所有前女（男）友悄悄拉黑	2
那么重大我还以为是如何做孙子呢国之大事死生之地存亡之道不可不察也	4
因天气原因练球少但再不练球的话我怕倒退了所以为了我的球技再冷也得顶住[抓狂][抓狂][抓狂]	1
道德水平低，执法水平更低alink	1
一上来就听到乱七八糟的谣言拍摄顺利哦[爱你]	1
在南邮看到了我最喜欢的一句话。/微笑	1
关闭reader后我再也不对谷歌有一丝好感	2
